Material Category,Material Type,Jurisdiction,Single Family Tons,Regional Single Family Composition,Multi Family Tons,Statewide Multi Family Composition,Total Residential Tons,Total Residential Composition
Other Organic,Manures,Kings (Countywide),2,5.52046380728723e-05,0,0.0,2,4.8122310558079115e-05
Other Organic,Textiles,Kings (Countywide),2177,0.0728866836476133,327,0.0744969455238916,2504,0.07309326777515224
Other Organic,Carpet,Kings (Countywide),304,0.0101907761882522,28,0.00626191036404208,332,0.00968673313136261
Other Organic,Remainder / Composite Organic,Kings (Countywide),2388,0.0799683346196014,329,0.0747577651799157,2717,0.07929985891540942
Inerts and Other,Concrete,Kings (Countywide),156,0.00523063945740465,17,0.00380054474914847,173,0.005047169382160737
Inerts and Other,Asphalt Paving,Kings (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Kings (Countywide),20,0.000656935193067181,0,0.0,20,0.0005726554956411421
Inerts and Other,Clean Dimensional Lumber,Kings (Countywide),134,0.00448537684342088,23,0.00520836277968044,157,0.004578130339647418
Inerts and Other,Clean Engineered Wood,Kings (Countywide),91,0.00304453578971891,6,0.00131834677248041,97,0.0028230791078295374
Inerts and Other,Clean Pallets & Crates,Kings (Countywide),22,0.000736981918272846,88,0.0199110136755632,110,0.0031968616933185333
Inerts and Other,Other Wood Waste,Kings (Countywide),856,0.028665008319339,93,0.0211054469970467,949,0.027695175149126682
Inerts and Other,Gypsum Board,Kings (Countywide),49,0.00162853682314973,18,0.00414580933333641,67,0.0019514833903855075
Inerts and Other,"Rock, Soil and Fines",Kings (Countywide),315,0.0105606472633405,13,0.00294628003745275,328,0.009583782920158719
Inerts and Other,Remainder / Composite Inerts and Other,Kings (Countywide),254,0.00849599379941505,11,0.00251265780565917,265,0.00772837813127333
Household Hazardous Waste (HHW),Paint,Kings (Countywide),4,0.000138011595182181,0,4.0077500773254e-06,4,0.00012081993969081799
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Kings (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Kings (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Kings (Countywide),40,0.00132767154565258,2,0.000361101619624407,41,0.0012036681100527572
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Kings (Countywide),95,0.00316874622538287,2,0.000455389934663065,97,0.0028206436277381755
Special Waste,Ash,Kings (Countywide),0,0.0,4,0.000931303337992967,4,0.00011947900548826372
Special Waste,Treated Medical Waste,Kings (Countywide),0,0.0,32,0.0073855680185596,32,0.0009475111768901352
Special Waste,Bulky Items,Kings (Countywide),14,0.000466479191715771,124,0.0281400658522521,138,0.00401678603332953
Special Waste,Tires,Kings (Countywide),135,0.00451573939436096,0,0.0,135,0.003936405003650876
Special Waste,Remainder / Composite Special Waste,Kings (Countywide),26,0.000883274209165957,1,0.00020231600461172,27,0.000795912545420016
Mixed Residue,Mixed Residue,Kings (Countywide),1624,0.0543876094293938,152,0.0344700708823858,1776,0.051832343491553204
Paper,Uncoated Corrugated Cardboard,Lake (Countywide),173,0.0161793494292533,192,0.0356791218393351,366,0.022701174343266853
Paper,Paper Bags,Lake (Countywide),49,0.00456440900680248,28,0.00527466562364938,77,0.004801958922856891
Paper,Newspaper,Lake (Countywide),94,0.00876846993412055,250,0.0464310841690457,344,0.021364974687028384
Paper,White Ledger Paper,Lake (Countywide),36,0.00333252138623951,28,0.0052869012166633,64,0.003986176352125852
Paper,Other Office Paper,Lake (Countywide),32,0.00296937991079011,32,0.005887949186271,64,0.003945514268351358
Paper,Magazines and Catalogs,Lake (Countywide),118,0.0110395008536618,40,0.00747804221265661,159,0.009848347992660836
Paper,Phone Books and Directories,Lake (Countywide),20,0.00183526114900198,2,0.000306365386920027,21,0.0013239120797728168
Paper,Other Miscellaneous Paper - Compostable,Lake (Countywide),23,0.00216488187287143,16,0.00295972626349685,39,0.0024307227165760786
Paper,Other Miscellaneous Paper - Other,Lake (Countywide),543,0.0506666160130865,254,0.0471909615637325,797,0.04950416091855526
Paper,Remainder / Composite Paper - Compostable,Lake (Countywide),1171,0.10928882373448,365,0.0676951863054057,1536,0.09537756286719244
Paper,Remainder / Composite Paper - Other,Lake (Countywide),168,0.0156821249474842,59,0.0109194056132361,227,0.014089202683607216
Glass,Clear Glass Bottles and Containers,Lake (Countywide),104,0.00968749720660404,88,0.0164193762236836,192,0.011939017653530648
Glass,Green Glass Bottles and Containers,Lake (Countywide),51,0.00474597974452718,8,0.00148785037811019,59,0.003656277319898295
Glass,Brown Glass Bottles and Containers,Lake (Countywide),48,0.00447222693995763,37,0.00682128720880721,85,0.005257885329384867
Glass,Other Glass Colored Bottles and Containers,Lake (Countywide),6,0.000581026360719043,3,0.000619255891282891,10,0.0005938124743022679
Glass,Flat Glass,Lake (Countywide),1,4.74877314049218e-05,3,0.000579854656700671,4,0.00022554129037853898
Glass,Remainder / Composite Glass,Lake (Countywide),13,0.00120116026494802,21,0.00398097723909204,34,0.0021308880185394886
Metal,Tin/Steel Cans,Lake (Countywide),77,0.00715388706635321,50,0.00929533537355549,127,0.007870108293364205
Metal,Major Appliances,Lake (Countywide),0,0.0,0,1.0932797618282e-05,0,3.6565448245906247e-06
Metal,Used Oil Filters,Lake (Countywide),1,0.000122909422459798,0,0.0,1,8.180157172658183e-05
Metal,Other Ferrous,Lake (Countywide),73,0.00676839842318385,41,0.00756548567504157,113,0.00703498940632376
Metal,Aluminum Cans,Lake (Countywide),31,0.00287105237282227,12,0.00227739446282066,43,0.0026724996478762098
Metal,Other Non-Ferrous,Lake (Countywide),46,0.00429344959819793,41,0.00768714263469483,87,0.005428492168463852
Metal,Remainder / Composite Metal,Lake (Countywide),81,0.00756172287724254,46,0.00852379656968097,127,0.007883494641779539
Electronics,Brown Goods,Lake (Countywide),31,0.00290513180359521,24,0.00453436039488614,56,0.003450037836027196
Electronics,Computer-related Electronics,Lake (Countywide),3,0.000262579220709567,11,0.00201706805339667,14,0.000849379350461918
Electronics,Other Small Consumer Electronics,Lake (Countywide),57,0.00534655987700119,14,0.00261664724282099,71,0.004433522952453712
Electronics,Video Display Devices,Lake (Countywide),75,0.00702818424792842,35,0.00653254413252071,111,0.006862414207895575
Plastic,PETE Plastic Containers,Lake (Countywide),76,0.00706170499950836,50,0.00925575177699064,126,0.007795518124860371
Plastic,HDPE Plastic Containers,Lake (Countywide),42,0.00393589491467851,25,0.00466298875785393,67,0.004179076149901316
Plastic,Miscellaneous Plastic Containers,Lake (Countywide),68,0.00634100884053955,34,0.00638361235962469,102,0.0063552578628538
Plastic,Plastic Trash Bags,Lake (Countywide),182,0.016978260675242,61,0.0112707745793956,243,0.01506935506170612
Plastic,Plastic Grocery and Other Merchandise Bags,Lake (Countywide),39,0.00364538173431899,47,0.0087813977992591,86,0.005363155502477535
Plastic,Non-Bag Commercial and Industrial Packaging Film,Lake (Countywide),17,0.00157268192829241,9,0.00168720787646775,26,0.0016109858718668883
Plastic,Film Products,Lake (Countywide),0,2.23471677199632e-05,0,1.60033976566839e-05,0,2.022545282107147e-05
Plastic,Other Film - Other,Lake (Countywide),282,0.0262970296144667,116,0.0214910767881785,398,0.02468964762974901
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Lake (Countywide),34,0.00313977706465483,9,0.00167869818165958,43,0.0026511097889521194
Plastic,Durable Plastic Items - Other,Lake (Countywide),78,0.00731869742828794,61,0.0112605235062998,139,0.008637066636996987
Plastic,Remainder / Composite Plastic,Lake (Countywide),221,0.020645989577281,181,0.0336593115318444,403,0.02499837921304265
Other Organic,Food,Lake (Countywide),2616,0.244059005461648,1334,0.247713326035693,3950,0.24528121659634178
Other Organic,Leaves and Grass,Lake (Countywide),223,0.0208080065432507,161,0.0298758256509316,384,0.02384079725119072
Other Organic,Prunings and Trimmings,Lake (Countywide),125,0.0116931555094707,42,0.00776987682463602,167,0.010380989596285771
Other Organic,Branches and Stumps,Lake (Countywide),2,0.000217884885269641,0,0.0,2,0.00014501187715166718
Other Organic,Manures,Lake (Countywide),2,0.000198331113514673,0,0.0,2,0.00013199799074061999
Other Organic,Textiles,Lake (Countywide),532,0.0496107123383183,401,0.0744969455238916,933,0.05793407387261539
Other Organic,Carpet,Lake (Countywide),19,0.00179894700145704,34,0.00626191036404208,53,0.0032916139432203227
Other Organic,Remainder / Composite Organic,Lake (Countywide),948,0.0884305360638593,403,0.0747577651799157,1350,0.08385758947149805
Inerts and Other,Concrete,Lake (Countywide),26,0.00237997336217608,20,0.00380054474914847,46,0.002855092644024788
Inerts and Other,Asphalt Paving,Lake (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Lake (Countywide),50,0.00462307032206738,0,0.0,50,0.003076854572897552
Inerts and Other,Clean Dimensional Lumber,Lake (Countywide),220,0.0205091131749962,28,0.00520836277968044,248,0.015391678313054921
Inerts and Other,Clean Engineered Wood,Lake (Countywide),86,0.00799749264778182,7,0.00131834677248041,93,0.005763609140949188
Inerts and Other,Clean Pallets & Crates,Lake (Countywide),0,0.0,107,0.0199110136755632,107,0.006659367213199595
Inerts and Other,Other Wood Waste,Lake (Countywide),408,0.0380544332311323,114,0.0211054469970467,521,0.032385735239991546
Inerts and Other,Gypsum Board,Lake (Countywide),83,0.00777681436654718,22,0.00414580933333641,106,0.006562401265178918
Inerts and Other,"Rock, Soil and Fines",Lake (Countywide),187,0.0174542553476772,16,0.00294628003745275,203,0.012601969236830296
Inerts and Other,Remainder / Composite Inerts and Other,Lake (Countywide),93,0.00863438692780077,14,0.00251265780565917,106,0.006586935056773623
Household Hazardous Waste (HHW),Paint,Lake (Countywide),3,0.000287719784394526,0,4.0077500773254e-06,3,0.00019283046082176796
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Lake (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Lake (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Lake (Countywide),16,0.00149446684127254,2,0.000361101619624407,18,0.0011154055176952613
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Lake (Countywide),34,0.00320681856781472,2,0.000455389934663065,37,0.002286585478348447
Special Waste,Ash,Lake (Countywide),0,0.0,5,0.000931303337992967,5,0.0003114804206169217
Special Waste,Treated Medical Waste,Lake (Countywide),0,0.0,40,0.0073855680185596,40,0.002470150958412222
Special Waste,Bulky Items,Lake (Countywide),112,0.0104696480768027,152,0.0281400658522521,264,0.0163796335097286
Special Waste,Tires,Lake (Countywide),0,0.0,0,0.0,0,0.0
Special Waste,Remainder / Composite Special Waste,Lake (Countywide),36,0.00336324874185446,1,0.00020231600461172,37,0.0023060543580568117
Mixed Residue,Mixed Residue,Lake (Countywide),733,0.0684326143504572,186,0.0344700708823858,919,0.057073622179922005
Paper,Uncoated Corrugated Cardboard,Lassen (Countywide),86,0.0205731672386676,61,0.0356791218393351,147,0.024975844282225323
Paper,Paper Bags,Lassen (Countywide),16,0.0037190066107415,9,0.00527466562364938,25,0.0041724082265142985
Paper,Newspaper,Lassen (Countywide),30,0.00709212559665615,80,0.0464310841690457,110,0.0185575863637946
Paper,White Ledger Paper,Lassen (Countywide),9,0.00217251731296198,9,0.0052869012166633,18,0.003080214104070143
Paper,Other Office Paper,Lassen (Countywide),17,0.00397913697321458,10,0.005887949186271,27,0.004535466178024633
Paper,Magazines and Catalogs,Lassen (Countywide),43,0.0103880630464524,13,0.00747804221265661,56,0.009539928502167373
Paper,Phone Books and Directories,Lassen (Countywide),9,0.00208390147519643,1,0.000306365386920027,9,0.001565833101708527
Paper,Other Miscellaneous Paper - Compostable,Lassen (Countywide),10,0.00240977907214072,5,0.00295972626349685,15,0.0025700628766773554
Paper,Other Miscellaneous Paper - Other,Lassen (Countywide),180,0.0430472871261769,81,0.0471909615637325,261,0.044254973816920486
Paper,Remainder / Composite Paper - Compostable,Lassen (Countywide),380,0.0907854965031047,116,0.0676951863054057,496,0.08405575440315531
Paper,Remainder / Composite Paper - Other,Lassen (Countywide),39,0.00937326877526624,19,0.0109194056132361,58,0.009823895123794259
Glass,Clear Glass Bottles and Containers,Lassen (Countywide),62,0.0147765480186356,28,0.0164193762236836,90,0.015255355364220655
Glass,Green Glass Bottles and Containers,Lassen (Countywide),46,0.0109054651959868,3,0.00148785037811019,48,0.008160672320606235
Glass,Brown Glass Bottles and Containers,Lassen (Countywide),27,0.0064632390060619,12,0.00682128720880721,39,0.006567593258698421
Glass,Other Glass Colored Bottles and Containers,Lassen (Countywide),4,0.00105481432695128,1,0.000619255891282891,5,0.0009278694779471399
Glass,Flat Glass,Lassen (Countywide),2,0.000368756228121178,1,0.000579854656700671,3,0.0004302815159965285
Glass,Remainder / Composite Glass,Lassen (Countywide),25,0.00602587696805771,7,0.00398097723909204,32,0.005429884637146246
Metal,Tin/Steel Cans,Lassen (Countywide),52,0.0125434289069437,16,0.00929533537355549,68,0.011596762032005211
Metal,Major Appliances,Lassen (Countywide),0,0.0,0,1.0932797618282e-05,0,3.186397574221876e-06
Metal,Used Oil Filters,Lassen (Countywide),3,0.000611735138123505,0,0.0,3,0.0004334430459948183
Metal,Other Ferrous,Lassen (Countywide),44,0.0104046427838408,13,0.00756548567504157,57,0.009577161690695469
Metal,Aluminum Cans,Lassen (Countywide),14,0.0032502002432076,4,0.00227739446282066,18,0.0029666729991259457
Metal,Other Non-Ferrous,Lassen (Countywide),46,0.010888313743516,13,0.00768714263469483,59,0.009955322553890393
Metal,Remainder / Composite Metal,Lassen (Countywide),51,0.0121861069804696,15,0.00852379656968097,66,0.01111871531948519
Electronics,Brown Goods,Lassen (Countywide),0,0.0,8,0.00453436039488614,8,0.0013215533175838091
Electronics,Computer-related Electronics,Lassen (Countywide),11,0.00262417222802513,3,0.00201706805339667,14,0.002447229844485418
Electronics,Other Small Consumer Electronics,Lassen (Countywide),21,0.00509398138381349,5,0.00261664724282099,26,0.004371954710220315
Electronics,Video Display Devices,Lassen (Countywide),27,0.00634603741417842,11,0.00653254413252071,38,0.00640039537228314
Plastic,PETE Plastic Containers,Lassen (Countywide),47,0.0112199084912839,16,0.00925575177699064,63,0.01064744896094832
Plastic,HDPE Plastic Containers,Lassen (Countywide),27,0.00637176459288454,8,0.00466298875785393,35,0.005873736607209076
Plastic,Miscellaneous Plastic Containers,Lassen (Countywide),26,0.00611449280582326,11,0.00638361235962469,37,0.00619292852953725
Plastic,Plastic Trash Bags,Lassen (Countywide),72,0.0173063872580716,19,0.0112707745793956,92,0.015547289333665113
Plastic,Plastic Grocery and Other Merchandise Bags,Lassen (Countywide),29,0.00701780263594956,15,0.0087813977992591,44,0.007531807883872736
Plastic,Non-Bag Commercial and Industrial Packaging Film,Lassen (Countywide),8,0.00200957851448983,3,0.00168720787646775,11,0.0019156225980941752
Plastic,Film Products,Lassen (Countywide),0,5.71715082358416e-06,0,1.60033976566839e-05,0,8.715109177997288e-06
Plastic,Other Film - Other,Lassen (Countywide),115,0.0273994453220271,37,0.0214910767881785,152,0.025677433095954036
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Lassen (Countywide),39,0.0092760772112653,3,0.00167869818165958,42,0.0070617976685891995
Plastic,Durable Plastic Items - Other,Lassen (Countywide),42,0.0100621854495081,19,0.0112605235062998,61,0.010411444770916708
Plastic,Remainder / Composite Plastic,Lassen (Countywide),77,0.0183349026912344,58,0.0336593115318444,135,0.022801248896568906
Other Organic,Food,Lassen (Countywide),1045,0.249822339538157,426,0.247713326035693,1471,0.24920766105028164
Other Organic,Leaves and Grass,Lassen (Countywide),87,0.0206846516797275,51,0.0298758256509316,138,0.023363447672175235
Other Organic,Prunings and Trimmings,Lassen (Countywide),41,0.00987637804774164,13,0.00776987682463602,55,0.009262431771431266
Other Organic,Branches and Stumps,Lassen (Countywide),27,0.0065347033913567,0,0.0,27,0.004630143939925961
Other Organic,Manures,Lassen (Countywide),20,0.0048367095967522,0,0.0,20,0.003427035672071181
Other Organic,Textiles,Lassen (Countywide),144,0.0343263452598817,128,0.0744969455238916,272,0.046034190562188854
Other Organic,Carpet,Lassen (Countywide),35,0.00844994891725739,11,0.00626191036404208,46,0.0078122383346878755
Other Organic,Remainder / Composite Organic,Lassen (Countywide),306,0.0730366017712877,129,0.0747577651799157,434,0.07353824015348191
Inerts and Other,Concrete,Lassen (Countywide),7,0.00158365077813281,7,0.00380054474914847,13,0.0022297713611882414
Inerts and Other,Asphalt Paving,Lassen (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Lassen (Countywide),89,0.0212249224325562,0,0.0,89,0.015038853348184705
Inerts and Other,Clean Dimensional Lumber,Lassen (Countywide),7,0.001732296699546,9,0.00520836277968044,16,0.0027454068761263886
Inerts and Other,Clean Engineered Wood,Lassen (Countywide),32,0.00774102221513296,2,0.00131834677248041,35,0.005869113654760428
Inerts and Other,Clean Pallets & Crates,Lassen (Countywide),32,0.0077238707626622,34,0.0199110136755632,67,0.011275851140440874
Inerts and Other,Other Wood Waste,Lassen (Countywide),61,0.0145787346001396,36,0.0211054469970467,97,0.016480965051599898
Inerts and Other,Gypsum Board,Lassen (Countywide),2,0.000463089216710317,7,0.00414580933333641,9,0.001536429349388954
Inerts and Other,"Rock, Soil and Fines",Lassen (Countywide),69,0.0164854043998049,5,0.00294628003745275,74,0.012539384860108483
Inerts and Other,Remainder / Composite Inerts and Other,Lassen (Countywide),13,0.00322447306450147,4,0.00251265780565917,18,0.0030170123126188565
Household Hazardous Waste (HHW),Paint,Lassen (Countywide),2,0.000463089216710317,0,4.0077500773254e-06,2,0.0003292885078045341
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Lassen (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Lassen (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Lassen (Countywide),15,0.00355606781226935,1,0.000361101619624407,15,0.0026248850645945124
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Lassen (Countywide),9,0.00219824449166811,1,0.000455389934663065,10,0.0016902841574005214
Special Waste,Ash,Lassen (Countywide),4,0.000897592679302713,2,0.000931303337992967,5,0.0009074177547158373
Special Waste,Treated Medical Waste,Lassen (Countywide),0,0.0,13,0.0073855680185596,13,0.0021525465704437924
Special Waste,Bulky Items,Lassen (Countywide),57,0.0135782332060124,48,0.0281400658522521,105,0.017822324228296816
Special Waste,Tires,Lassen (Countywide),17,0.00412778289462777,0,0.0,17,0.0029247278430678445
Special Waste,Remainder / Composite Special Waste,Lassen (Countywide),1,0.000142928770589604,0,0.00020231600461172,1,0.00016023736305009018
Mixed Residue,Mixed Residue,Lassen (Countywide),328,0.0784255881375981,59,0.0344700708823858,387,0.06561461710842016
Paper,Uncoated Corrugated Cardboard,Los Angeles (Countywide),20011,0.0118816741548547,31446,0.0356791218393351,51457,0.020056835572201996
Paper,Paper Bags,Los Angeles (Countywide),2734,0.00162348025737941,4649,0.00527466562364938,7383,0.0028777756813958043
Paper,Newspaper,Los Angeles (Countywide),20729,0.0123081816800984,40922,0.0464310841690457,61651,0.024030457092745743
Paper,White Ledger Paper,Los Angeles (Countywide),3791,0.00225085906870569,4660,0.0052869012166633,8450,0.0032938337170168117
Paper,Other Office Paper,Los Angeles (Countywide),8152,0.00484017249615318,5189,0.005887949186271,13341,0.0052001162886395145
Paper,Magazines and Catalogs,Los Angeles (Countywide),11331,0.00672781225303839,6591,0.00747804221265661,17922,0.006985539514437461
Paper,Phone Books and Directories,Los Angeles (Countywide),881,0.000522815676105232,270,0.000306365386920027,1151,0.00044845828801967863
Paper,Other Miscellaneous Paper - Compostable,Los Angeles (Countywide),2197,0.0013042875288099,2609,0.00295972626349685,4805,0.0018729820817732787
Paper,Other Miscellaneous Paper - Other,Los Angeles (Countywide),66383,0.0394147986554282,41592,0.0471909615637325,107974,0.042086151811692694
Paper,Remainder / Composite Paper - Compostable,Los Angeles (Countywide),131111,0.0778472541720691,59663,0.0676951863054057,190774,0.07435970396793673
Paper,Remainder / Composite Paper - Other,Los Angeles (Countywide),10075,0.00598211199922513,9624,0.0109194056132361,19699,0.007678225498224462
Glass,Clear Glass Bottles and Containers,Los Angeles (Countywide),14858,0.0088218266189125,14471,0.0164193762236836,29329,0.011431820565272255
Glass,Green Glass Bottles and Containers,Los Angeles (Countywide),7276,0.00432010848150114,1311,0.00148785037811019,8587,0.003347139973373645
Glass,Brown Glass Bottles and Containers,Los Angeles (Countywide),5992,0.00355789825896876,6012,0.00682128720880721,12004,0.004678973585459147
Glass,Other Glass Colored Bottles and Containers,Los Angeles (Countywide),667,0.000396239249258702,546,0.000619255891282891,1213,0.00047285238321640393
Glass,Flat Glass,Los Angeles (Countywide),0,0.0,511,0.000579854656700671,511,0.00019919806022811282
Glass,Remainder / Composite Glass,Los Angeles (Countywide),1010,0.000599862196794425,3509,0.00398097723909204,4519,0.001761380087615563
Metal,Tin/Steel Cans,Los Angeles (Countywide),11628,0.00690391858604226,8192,0.00929533537355549,19820,0.007725444428362925
Metal,Major Appliances,Los Angeles (Countywide),8768,0.00520614346942684,10,1.0932797618282e-05,8778,0.0034214274611274104
Metal,Used Oil Filters,Los Angeles (Countywide),120,7.15431977828213e-05,0,0.0,120,4.696589025209822e-05
Metal,Other Ferrous,Los Angeles (Countywide),8898,0.00528318999011603,6668,0.00756548567504157,15566,0.006067229349032214
Metal,Aluminum Cans,Los Angeles (Countywide),2229,0.00132354915898219,2007,0.00227739446282066,4236,0.001651224606763237
Metal,Other Non-Ferrous,Los Angeles (Countywide),6154,0.00365420640983026,6775,0.00768714263469483,12929,0.005039645094737487
Metal,Remainder / Composite Metal,Los Angeles (Countywide),6771,0.00402017738310392,7512,0.00852379656968097,14283,0.005567310264775955
Electronics,Brown Goods,Los Angeles (Countywide),6071,0.00360467650367292,3996,0.00453436039488614,10067,0.003924051756790175
Electronics,Computer-related Electronics,Los Angeles (Countywide),2160,0.00128227423718441,1778,0.00201706805339667,3937,0.001534698704532703
Electronics,Other Small Consumer Electronics,Los Angeles (Countywide),5730,0.00340215422071847,2306,0.00261664724282099,8036,0.003132308209334967
Electronics,Video Display Devices,Los Angeles (Countywide),2160,0.00128227423718441,5757,0.00653254413252071,7917,0.0030859047965659937
Plastic,PETE Plastic Containers,Los Angeles (Countywide),10455,0.00620774823838634,8158,0.00925575177699064,18613,0.00725483199539723
Plastic,HDPE Plastic Containers,Los Angeles (Countywide),6720,0.00398990910711888,4110,0.00466298875785393,10830,0.004221132844405598
Plastic,Miscellaneous Plastic Containers,Los Angeles (Countywide),8666,0.00514560691745676,5626,0.00638361235962469,14292,0.005570900186695779
Plastic,Plastic Trash Bags,Los Angeles (Countywide),16503,0.00979866643479333,9933,0.0112707745793956,26436,0.010304381243602998
Plastic,Plastic Grocery and Other Merchandise Bags,Los Angeles (Countywide),10752,0.00638385457139021,7739,0.0087813977992591,18491,0.007207485036000008
Plastic,Non-Bag Commercial and Industrial Packaging Film,Los Angeles (Countywide),1557,0.000924558248270306,1487,0.00168720787646775,3044,0.0011865520510536203
Plastic,Film Products,Los Angeles (Countywide),0,0.0,14,1.60033976566839e-05,14,5.497663480723186e-06
Plastic,Other Film - Other,Los Angeles (Countywide),25128,0.0149195083991714,18941,0.0214910767881785,44069,0.01717704597452684
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Los Angeles (Countywide),6219,0.00369272967017485,1480,0.00167869818165958,7699,0.0030008473836147507
Plastic,Durable Plastic Items - Other,Los Angeles (Countywide),30114,0.0178802961227989,9924,0.0112605235062998,40038,0.015606198900124513
Plastic,Remainder / Composite Plastic,Los Angeles (Countywide),32932,0.0195533062863357,29666,0.0336593115318444,62597,0.02439915662141961
Other Organic,Food,Los Angeles (Countywide),296302,0.175930226670864,218321,0.247713326035693,514624,0.20058994783615788
Other Organic,Leaves and Grass,Los Angeles (Countywide),120289,0.0714221246788811,26331,0.0298758256509316,146620,0.05714968229976117
Other Organic,Prunings and Trimmings,Los Angeles (Countywide),115613,0.068645698272617,6848,0.00776987682463602,122461,0.047732965388433975
Other Organic,Branches and Stumps,Los Angeles (Countywide),47961,0.0284769443790161,0,0.0,47961,0.018694230700729425
Other Organic,Manures,Los Angeles (Countywide),0,0.0,0,0.0,0,0.0
Other Organic,Textiles,Los Angeles (Countywide),65178,0.0386993666775999,65658,0.0744969455238916,130835,0.05099694536329672
Other Organic,Carpet,Los Angeles (Countywide),33043,0.0196193461612121,5519,0.00626191036404208,38562,0.015030652650397784
Other Organic,Remainder / Composite Organic,Los Angeles (Countywide),80925,0.0480495122955241,65887,0.0747577651799157,146813,0.05722462558498943
Inerts and Other,Concrete,Los Angeles (Countywide),19659,0.0116725478844126,3350,0.00380054474914847,23009,0.008968270637461542
Inerts and Other,Asphalt Paving,Los Angeles (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Los Angeles (Countywide),15229,0.00904195953516733,0,0.0,15229,0.005935765975707484
Inerts and Other,Clean Dimensional Lumber,Los Angeles (Countywide),47600,0.0282623147856676,4590,0.00520836277968044,52190,0.02034256719527225
Inerts and Other,Clean Engineered Wood,Los Angeles (Countywide),28339,0.0168264097862289,1162,0.00131834677248041,29501,0.011498909119404519
Inerts and Other,Clean Pallets & Crates,Los Angeles (Countywide),6692,0.00397339913839977,17548,0.0199110136755632,24241,0.009448464077138672
Inerts and Other,Other Wood Waste,Los Angeles (Countywide),77496,0.0460132828201668,18601,0.0211054469970467,96097,0.03745666863571422
Inerts and Other,Gypsum Board,Los Angeles (Countywide),4050,0.00240495211008407,3654,0.00414580933333641,7704,0.0030029905633390456
Inerts and Other,"Rock, Soil and Fines",Los Angeles (Countywide),50839,0.0301857261414442,2597,0.00294628003745275,53436,0.020828131504751764
Inerts and Other,Remainder / Composite Inerts and Other,Los Angeles (Countywide),16523,0.00981077374518734,2215,0.00251265780565917,18738,0.007303644550527199
Household Hazardous Waste (HHW),Paint,Los Angeles (Countywide),6456,0.00383306440428731,4,4.0077500773254e-06,6459,0.002517664675737893
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Los Angeles (Countywide),56,3.30199374382252e-05,0,0.0,56,2.1676564731737628e-05
Household Hazardous Waste (HHW),Used Oil,Los Angeles (Countywide),181,0.000107314796674232,0,0.0,181,7.044883537814737e-05
Household Hazardous Waste (HHW),Batteries,Los Angeles (Countywide),380,0.000225636239161206,318,0.000361101619624407,698,0.00027217279915000094
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Los Angeles (Countywide),4542,0.00269662822412172,401,0.000455389934663065,4943,0.0019266933540468512
Special Waste,Ash,Los Angeles (Countywide),306,0.000181609655910239,821,0.000931303337992967,1127,0.0004391526893418752
Special Waste,Treated Medical Waste,Los Angeles (Countywide),0,0.0,6509,0.0073855680185596,6509,0.0025371716963537437
Special Waste,Bulky Items,Los Angeles (Countywide),55849,0.0331602721723377,24801,0.0281400658522521,80650,0.03143567558705547
Special Waste,Tires,Los Angeles (Countywide),0,0.0,0,0.0,0,0.0
Special Waste,Remainder / Composite Special Waste,Los Angeles (Countywide),732,0.000434762509603299,178,0.00020231600461172,911,0.0003549099252253672
Mixed Residue,Mixed Residue,Los Angeles (Countywide),73033,0.0433634328407493,30380,0.0344700708823858,103413,0.04030828715804935
Paper,Uncoated Corrugated Cardboard,Madera (Countywide),869,0.0257667648205132,142,0.0356791218393351,1011,0.026810387994805365
Paper,Paper Bags,Madera (Countywide),102,0.00301141300687519,21,0.00527466562364938,123,0.003249699710598422
Paper,Newspaper,Madera (Countywide),439,0.0130255343532942,184,0.0464310841690457,624,0.01654263990866217
Paper,White Ledger Paper,Madera (Countywide),48,0.00143532058989468,21,0.0052869012166633,69,0.0018408345147985033
