Material Category,Material Type,Business Group,Tons Disposed,Tons Generated,Percent of Total Generation
Glass,Brown Glass Bottles and Containers,Not Elsewhere Classified,44.30495400707876,89.41917205245274,0.002883723499493824
Glass,Other Glass Colored Bottles and Containers,Not Elsewhere Classified,0.0,0.0,0.0
Metal,Tin/Steel Cans,Not Elsewhere Classified,22.37016498630731,28.03778112258185,0.0009042043942145384
Metal,Aluminum Cans,Not Elsewhere Classified,23.591255434025296,36.798206176570616,0.001186723713213857
Plastic,PETE Plastic Containers,Not Elsewhere Classified,56.75507343535138,77.92092020002276,0.0025129106379018985
Plastic,HDPE Plastic Containers,Not Elsewhere Classified,42.09045384385833,49.961543911857895,0.001611234760316317
Plastic,Miscellaneous Plastic Containers,Not Elsewhere Classified,24.91693068290176,31.88014269739609,0.0010281186299708734
Paper,Other Miscellaneous Paper - Compostable,Public Administration,11.14803189703643,24.622368530697763,0.00545685552327979
Paper,Remainder / Composite Paper - Compostable,Public Administration,537.8849017551913,547.9737398903071,0.1214429686325537
Other Organic,Food,Public Administration,643.4107234159283,657.8976292579285,0.14580450729152783
Other Organic,Leaves and Grass,Public Administration,89.49155038805793,115.9890890312398,0.025705719591159727
Other Organic,Prunings and Trimmings,Public Administration,3.8035846992512448,5.926865352639351,0.0013135230225704503
Other Organic,Branches and Stumps,Public Administration,1.809308205013808,1.809308205013808,0.0004009822799758595
Other Organic,Manures,Public Administration,0.0,0.0,0.0
Inerts and Other,Clean Dimensional Lumber,Public Administration,26.337145835492517,26.337145835492517,0.0058368876877402465
Inerts and Other,Clean Engineered Wood,Public Administration,22.569928655484468,22.569928655484468,0.005001989946262129
Inerts and Other,Clean Pallets & Crates,Public Administration,193.93833986041622,193.93833986041622,0.042980978849520735
Paper,Uncoated Corrugated Cardboard,Public Administration,103.6801669466794,211.9429385332346,0.04697119179713844
Paper,Paper Bags,Public Administration,12.59698202192942,14.395300590793934,0.003190313533006023
Paper,Newspaper,Public Administration,87.46960999487331,102.43139064416032,0.022701037030493025
Paper,White Ledger Paper,Public Administration,127.1357652219352,354.31330749298166,0.07852358015656007
Paper,Other Office Paper,Public Administration,129.20750889389515,230.41472361678882,0.051064943473885585
Paper,Magazines and Catalogs,Public Administration,43.90880929410552,77.64356420478474,0.017207512414972446
Paper,Phone Books and Directories,Public Administration,2.939305283966837,5.154069413146782,0.0011422545361317613
Paper,Other Miscellaneous Paper - Other,Public Administration,127.82826106067654,139.53952486029826,0.030925011377375314
Glass,Clear Glass Bottles and Containers,Public Administration,13.84489790182088,18.209650350569984,0.004035656885267392
Glass,Green Glass Bottles and Containers,Public Administration,1.8344374856389976,1.8344374856389976,0.00040655147830885704
Glass,Brown Glass Bottles and Containers,Public Administration,2.0103424500153415,2.0103424500153415,0.0004455358666398437
Glass,Other Glass Colored Bottles and Containers,Public Administration,0.9109364226632042,0.9109364226632042,0.00020188343957117973
Metal,Tin/Steel Cans,Public Administration,20.898734057877373,21.532073092556697,0.004771978448632718
Metal,Aluminum Cans,Public Administration,7.177456717205081,8.457298648413207,0.0018743223985167314
Plastic,PETE Plastic Containers,Public Administration,20.253321355873258,26.808256528679504,0.005941296123711322
Plastic,HDPE Plastic Containers,Public Administration,15.182869849469256,40.508330539279385,0.008977532237263039
Plastic,Miscellaneous Plastic Containers,Public Administration,20.00723856326371,20.521335008701023,0.004547976777607418
Paper,Other Miscellaneous Paper - Compostable,Restaurants,436.0672556565336,624.594277634208,0.006579957160260245
Paper,Remainder / Composite Paper - Compostable,Restaurants,9451.949893901525,9548.113843594228,0.10058718483638078
Other Organic,Food,Restaurants,39436.65342768798,44683.48103095564,0.4707302027624063
Other Organic,Leaves and Grass,Restaurants,1434.0812915311662,2305.8677869701105,0.02429178716295119
Other Organic,Prunings and Trimmings,Restaurants,281.7446672948086,379.7927303054671,0.004001029123503739
Other Organic,Branches and Stumps,Restaurants,0.0,0.0,0.0
Other Organic,Manures,Restaurants,0.0,0.0,0.0
Inerts and Other,Clean Dimensional Lumber,Restaurants,0.0,0.0,0.0
Inerts and Other,Clean Engineered Wood,Restaurants,0.0,0.0,0.0
Inerts and Other,Clean Pallets & Crates,Restaurants,583.262423943708,583.262423943708,0.006144535581202955
Paper,Uncoated Corrugated Cardboard,Restaurants,1528.4268317110925,7531.366320160415,0.07934121319937029
Paper,Paper Bags,Restaurants,242.43280230232168,270.5085445123499,0.0028497453436773686
Paper,Newspaper,Restaurants,2053.511161914597,2110.7078623437633,0.022235822211903337
Paper,White Ledger Paper,Restaurants,529.792878652784,564.5555327083116,0.0059474627815660625
Paper,Other Office Paper,Restaurants,245.2292063507092,297.5030965027043,0.003134126744560094
Paper,Magazines and Catalogs,Restaurants,174.55893682233167,207.59979816461328,0.0021870161596354264
Paper,Phone Books and Directories,Restaurants,0.0,0.0,0.0
Paper,Other Miscellaneous Paper - Other,Restaurants,1611.707208202988,1783.9893325707178,0.018793917592615627
Glass,Clear Glass Bottles and Containers,Restaurants,1233.8684760296694,1994.2005932612833,0.02100844490975233
Glass,Green Glass Bottles and Containers,Restaurants,386.24571147884933,1437.8119908052854,0.015147018861335028
Glass,Brown Glass Bottles and Containers,Restaurants,369.20240967510574,1497.4270084689106,0.01577504937070921
Glass,Other Glass Colored Bottles and Containers,Restaurants,0.0,0.0,0.0
Metal,Tin/Steel Cans,Restaurants,846.70358584291,1108.3992452643815,0.011676731298162282
Metal,Aluminum Cans,Restaurants,112.17977651446944,203.7832743507671,0.002146809958433359
Plastic,PETE Plastic Containers,Restaurants,463.4819809109023,710.0999363622495,0.007480739622631514
Plastic,HDPE Plastic Containers,Restaurants,476.0340774708318,699.1347117364107,0.00736522350140809
Plastic,Miscellaneous Plastic Containers,Restaurants,279.6675924602127,352.64511725198867,0.0037150352595000345
Paper,Other Miscellaneous Paper - Compostable,Retail Trade - All Other,311.74066916189355,349.08266326106974,0.003911417099757632
Paper,Remainder / Composite Paper - Compostable,Retail Trade - All Other,6823.934178304424,6830.819331465019,0.07653827116147972
Other Organic,Food,Retail Trade - All Other,14238.899891038336,14366.344338251107,0.16097266011637057
Other Organic,Leaves and Grass,Retail Trade - All Other,1909.1221785840876,1909.1221785840876,0.021391417909676285
Other Organic,Prunings and Trimmings,Retail Trade - All Other,320.7504298214038,320.7504298214038,0.0035939588183437664
Other Organic,Branches and Stumps,Retail Trade - All Other,0.0,0.0,0.0
Other Organic,Manures,Retail Trade - All Other,0.0,0.0,0.0
Inerts and Other,Clean Dimensional Lumber,Retail Trade - All Other,346.49466667687847,350.67975977449487,0.003929312318483812
Inerts and Other,Clean Engineered Wood,Retail Trade - All Other,10.815625033334767,10.815625033334767,0.00012118740101485346
Inerts and Other,Clean Pallets & Crates,Retail Trade - All Other,4422.876195730776,4921.1404550033885,0.05514061553842839
Paper,Uncoated Corrugated Cardboard,Retail Trade - All Other,2821.356750896833,11033.574545756652,0.12362949149796991
Paper,Paper Bags,Retail Trade - All Other,368.1390359125031,395.3647165823724,0.004430000328961001
Paper,Newspaper,Retail Trade - All Other,1471.3880380576868,1478.6664206124583,0.016568227904505007
Paper,White Ledger Paper,Retail Trade - All Other,1475.4636198691685,1510.2523365237853,0.016922143193373634
Paper,Other Office Paper,Retail Trade - All Other,1722.7491298217442,1759.7481398873313,0.01971770497371935
Paper,Magazines and Catalogs,Retail Trade - All Other,574.769384230084,630.5443485623634,0.007065151629365987
Paper,Phone Books and Directories,Retail Trade - All Other,31.004791762226304,37.82244342124659,0.0004237946123432647
Paper,Other Miscellaneous Paper - Other,Retail Trade - All Other,2721.351664186449,2859.152424165328,0.03203635946346045
Glass,Clear Glass Bottles and Containers,Retail Trade - All Other,1078.276252742328,1096.8433438160002,0.01228995954906161
Glass,Green Glass Bottles and Containers,Retail Trade - All Other,198.77932241543013,198.77932241543013,0.002227291477355524
Glass,Brown Glass Bottles and Containers,Retail Trade - All Other,131.54756522631996,133.70761327670263,0.001498173068959164
Glass,Other Glass Colored Bottles and Containers,Retail Trade - All Other,0.0,0.0,0.0
Metal,Tin/Steel Cans,Retail Trade - All Other,201.48860710855166,202.89821052993085,0.002273442979846491
Metal,Aluminum Cans,Retail Trade - All Other,182.5103468523197,196.03043668554903,0.0021964906390993556
Plastic,PETE Plastic Containers,Retail Trade - All Other,710.0222298286363,767.368667291104,0.008598246899519919
Plastic,HDPE Plastic Containers,Retail Trade - All Other,427.9405927849913,457.64948043451756,0.005127891447671323
Plastic,Miscellaneous Plastic Containers,Retail Trade - All Other,169.54673838369135,173.4280747242227,0.0019432346789076984
Paper,Other Miscellaneous Paper - Compostable,Retail Trade - Food & Beverage Stores,96.85630458679739,207.3801371817512,0.0028044642722968444
Paper,Remainder / Composite Paper - Compostable,Retail Trade - Food & Beverage Stores,1226.80752551073,1737.4795292522297,0.023496460798289993
Other Organic,Food,Retail Trade - Food & Beverage Stores,5675.927136795466,22528.226011786897,0.3046560091380072
Other Organic,Leaves and Grass,Retail Trade - Food & Beverage Stores,140.23098741882762,546.9522759882717,0.0073966009353933935
Other Organic,Prunings and Trimmings,Retail Trade - Food & Beverage Stores,11.631847422933962,11.631847422933962,0.00015730098823223736
Other Organic,Branches and Stumps,Retail Trade - Food & Beverage Stores,0.0,0.0,0.0
Other Organic,Manures,Retail Trade - Food & Beverage Stores,0.0,0.0,0.0
Inerts and Other,Clean Dimensional Lumber,Retail Trade - Food & Beverage Stores,0.2166903509165808,2.129765783662029,2.8801466378652017e-05
Inerts and Other,Clean Engineered Wood,Retail Trade - Food & Beverage Stores,0.0,0.0,0.0
Inerts and Other,Clean Pallets & Crates,Retail Trade - Food & Beverage Stores,326.2841302525472,2833.610601482314,0.038319772575394026
Paper,Uncoated Corrugated Cardboard,Retail Trade - Food & Beverage Stores,341.77178658644493,38375.903397750146,0.5189689401245893
Paper,Paper Bags,Retail Trade - Food & Beverage Stores,49.469127778903236,63.703883695686116,0.0008614868726532324
Paper,Newspaper,Retail Trade - Food & Beverage Stores,318.75868490387336,319.0319813942656,0.004314365906490592
Paper,White Ledger Paper,Retail Trade - Food & Beverage Stores,131.76916254359074,169.1431626211956,0.0022873741088265606
Paper,Other Office Paper,Retail Trade - Food & Beverage Stores,223.77405543566894,265.61832357771783,0.0035920368684501116
Paper,Magazines and Catalogs,Retail Trade - Food & Beverage Stores,29.812238939021217,70.3592168337572,0.0009514889541428189
Paper,Phone Books and Directories,Retail Trade - Food & Beverage Stores,2.3835938600823776,2.3835938600823776,3.223406017138745e-05
Paper,Other Miscellaneous Paper - Other,Retail Trade - Food & Beverage Stores,441.36099271345756,494.37590757626236,0.006685594815027245
Glass,Clear Glass Bottles and Containers,Retail Trade - Food & Beverage Stores,91.90135413506056,362.54671426665107,0.004902828790726185
Glass,Green Glass Bottles and Containers,Retail Trade - Food & Beverage Stores,44.032945237936865,134.40026185629577,0.0018175353613204654
Glass,Brown Glass Bottles and Containers,Retail Trade - Food & Beverage Stores,90.81380670389947,166.12884081633797,0.002246610524030975
Glass,Other Glass Colored Bottles and Containers,Retail Trade - Food & Beverage Stores,0.0,0.0,0.0
Metal,Tin/Steel Cans,Retail Trade - Food & Beverage Stores,59.584130742343206,125.17341601873314,0.001692757936398826
Metal,Aluminum Cans,Retail Trade - Food & Beverage Stores,35.13095469614903,62.33337748766624,0.000842953102989534
Plastic,PETE Plastic Containers,Retail Trade - Food & Beverage Stores,94.93376633876355,311.83745713889607,0.004217072180560256
Plastic,HDPE Plastic Containers,Retail Trade - Food & Beverage Stores,69.58309731653935,113.89884722399214,0.001540288535037149
Plastic,Miscellaneous Plastic Containers,Retail Trade - Food & Beverage Stores,64.66841888982721,162.0504350641596,0.002191457010414143
Paper,Other Miscellaneous Paper - Compostable,"Services - Management, Administrative, Support, & Social",179.50691108284718,453.7048989363286,0.003999452127174455
Paper,Remainder / Composite Paper - Compostable,"Services - Management, Administrative, Support, & Social",6268.11867817406,6464.551694191821,0.05698564217661899
Other Organic,Food,"Services - Management, Administrative, Support, & Social",14346.445298412902,14576.041840066579,0.1284892045021079
Other Organic,Leaves and Grass,"Services - Management, Administrative, Support, & Social",3287.796866812035,48520.24099345379,0.4277105702566348
Other Organic,Prunings and Trimmings,"Services - Management, Administrative, Support, & Social",1673.0518446840617,2198.31844789714,0.019378387611113077
Other Organic,Branches and Stumps,"Services - Management, Administrative, Support, & Social",138.37449687458664,827.0688825506695,0.007290691393000107
Other Organic,Manures,"Services - Management, Administrative, Support, & Social",0.0,0.0,0.0
Inerts and Other,Clean Dimensional Lumber,"Services - Management, Administrative, Support, & Social",338.3938871529191,338.3938871529191,0.0029829745170693095
Inerts and Other,Clean Engineered Wood,"Services - Management, Administrative, Support, & Social",0.0,0.0,0.0
Inerts and Other,Clean Pallets & Crates,"Services - Management, Administrative, Support, & Social",2317.291330307524,2317.291330307524,0.020427144961425628
Paper,Uncoated Corrugated Cardboard,"Services - Management, Administrative, Support, & Social",955.5817621976881,4086.0653964609187,0.03601905771782935
Paper,Paper Bags,"Services - Management, Administrative, Support, & Social",223.73150506221617,336.5132517295078,0.0029663965357377533
Paper,Newspaper,"Services - Management, Administrative, Support, & Social",795.3151510408323,923.2698992319337,0.008138712566463834
Paper,White Ledger Paper,"Services - Management, Administrative, Support, & Social",920.7480479617897,1745.042379446481,0.015382715665731083
Paper,Other Office Paper,"Services - Management, Administrative, Support, & Social",1185.7133844990774,1657.6483562534468,0.014612328983151388
Paper,Magazines and Catalogs,"Services - Management, Administrative, Support, & Social",473.20790836124473,833.2495691386581,0.007345174737084956
Paper,Phone Books and Directories,"Services - Management, Administrative, Support, & Social",0.0,0.0,0.0
Paper,Other Miscellaneous Paper - Other,"Services - Management, Administrative, Support, & Social",1839.0763973966268,2232.7833040625537,0.019682198618282454
Glass,Clear Glass Bottles and Containers,"Services - Management, Administrative, Support, & Social",288.78860920088084,484.5980735362324,0.0042717784193489995
Glass,Green Glass Bottles and Containers,"Services - Management, Administrative, Support, & Social",26.79837475011162,182.23361887336029,0.0016064067995616724
Glass,Brown Glass Bottles and Containers,"Services - Management, Administrative, Support, & Social",13.671759050291453,60.08364180096686,0.0005296430555910484
Glass,Other Glass Colored Bottles and Containers,"Services - Management, Administrative, Support, & Social",15.488903551862304,15.488903551862304,0.00013653616789971912
Metal,Tin/Steel Cans,"Services - Management, Administrative, Support, & Social",203.35040634268316,352.8532423533066,0.003110435117669693
Metal,Aluminum Cans,"Services - Management, Administrative, Support, & Social",112.45243833391427,132.77784852021884,0.0011704494484207914
Plastic,PETE Plastic Containers,"Services - Management, Administrative, Support, & Social",226.05680163958058,343.8916405782062,0.0030314377399328803
Plastic,HDPE Plastic Containers,"Services - Management, Administrative, Support, & Social",161.74192182396752,205.1221667271245,0.0018081715405117546
Plastic,Miscellaneous Plastic Containers,"Services - Management, Administrative, Support, & Social",189.89857408620117,234.56466575721836,0.0020677099886336602
Paper,Other Miscellaneous Paper - Compostable,"Services - Professional, Technical, & Financial",922.664588235499,2122.077690513932,0.01064569919976604
Paper,Remainder / Composite Paper - Compostable,"Services - Professional, Technical, & Financial",15700.889727051837,15755.428985776427,0.07903931062261438
Other Organic,Food,"Services - Professional, Technical, & Financial",13117.847688924496,13345.85149301733,0.06695132849966609
Other Organic,Leaves and Grass,"Services - Professional, Technical, & Financial",5414.129297708098,13073.78185055482,0.06558645312870721
Other Organic,Prunings and Trimmings,"Services - Professional, Technical, & Financial",5072.453901423047,5072.453901423047,0.02544667364471072
Other Organic,Branches and Stumps,"Services - Professional, Technical, & Financial",384.5174530857085,384.5174530857085,0.001928985522494813
Other Organic,Manures,"Services - Professional, Technical, & Financial",58.67463125858452,58.67463125858452,0.0002943494848601915
Inerts and Other,Clean Dimensional Lumber,"Services - Professional, Technical, & Financial",1588.649287308722,1602.6330513820694,0.008039832598440247
Inerts and Other,Clean Engineered Wood,"Services - Professional, Technical, & Financial",2958.6503269022746,2958.6503269022746,0.01484248270376145
Inerts and Other,Clean Pallets & Crates,"Services - Professional, Technical, & Financial",13206.585111527287,14230.07839644565,0.07138717629181679
Paper,Uncoated Corrugated Cardboard,"Services - Professional, Technical, & Financial",6423.965270841251,22029.17352812407,0.11051242659408092
Paper,Paper Bags,"Services - Professional, Technical, & Financial",719.5689513555909,858.352792114184,0.004306046697995256
Paper,Newspaper,"Services - Professional, Technical, & Financial",3894.6411628381306,4862.675937362776,0.02439429318092849
Paper,White Ledger Paper,"Services - Professional, Technical, & Financial",3269.0846621560972,5765.482613800533,0.028923349000072058
Paper,Other Office Paper,"Services - Professional, Technical, & Financial",3797.73281703728,5220.7720595757,0.026190732405902483
Paper,Magazines and Catalogs,"Services - Professional, Technical, & Financial",1507.8991903230137,2971.257316757528,0.014905727429632457
Paper,Phone Books and Directories,"Services - Professional, Technical, & Financial",43.6697131242535,43.6697131242535,0.00021907521677412683
Paper,Other Miscellaneous Paper - Other,"Services - Professional, Technical, & Financial",4814.3946481342455,8171.727458623522,0.040994612429060585
Glass,Clear Glass Bottles and Containers,"Services - Professional, Technical, & Financial",807.4153393869558,1548.617994647728,0.007768858520147745
Glass,Green Glass Bottles and Containers,"Services - Professional, Technical, & Financial",697.9220359330515,846.35655359944,0.004245865891549058
Glass,Brown Glass Bottles and Containers,"Services - Professional, Technical, & Financial",128.15923854854378,301.96840770954446,0.001514866703833819
Glass,Other Glass Colored Bottles and Containers,"Services - Professional, Technical, & Financial",8.053380760982176,8.053380760982176,4.040090968669288e-05
Metal,Tin/Steel Cans,"Services - Professional, Technical, & Financial",351.02561800693536,397.1905631867047,0.00199256194981593
Metal,Aluminum Cans,"Services - Professional, Technical, & Financial",153.2327740835101,255.5082798702462,0.001281792981806205
Plastic,PETE Plastic Containers,"Services - Professional, Technical, & Financial",584.9660413434401,933.5996038776937,0.004683532841578311
Plastic,HDPE Plastic Containers,"Services - Professional, Technical, & Financial",605.0203480143236,710.0261122329423,0.003561945186361499
Plastic,Miscellaneous Plastic Containers,"Services - Professional, Technical, & Financial",338.27188182125695,1138.9331370558707,0.0057136171969303816
Paper,Other Miscellaneous Paper - Compostable,Services - Repair & Personal,18.38352673333155,198.28145934961765,0.011043027142877583
Paper,Remainder / Composite Paper - Compostable,Services - Repair & Personal,978.9025384694222,989.915539768965,0.055132054256015216
Other Organic,Food,Services - Repair & Personal,835.9438472130292,3499.2507922724853,0.19488620673638118
Other Organic,Leaves and Grass,Services - Repair & Personal,381.65831476642103,381.65831476642103,0.021255961818593662
Other Organic,Prunings and Trimmings,Services - Repair & Personal,68.11483342496695,68.11483342496695,0.0037935667652021737
Other Organic,Branches and Stumps,Services - Repair & Personal,0.0,0.0,0.0
Other Organic,Manures,Services - Repair & Personal,0.0,0.0,0.0
Inerts and Other,Clean Dimensional Lumber,Services - Repair & Personal,59.161683799021105,66.00743438234808,0.003676197925448578
Inerts and Other,Clean Engineered Wood,Services - Repair & Personal,81.00661806484526,81.00661806484526,0.0045115578883524535
Inerts and Other,Clean Pallets & Crates,Services - Repair & Personal,157.64581875987236,413.1246533939542,0.023008438488326708
Paper,Uncoated Corrugated Cardboard,Services - Repair & Personal,599.8620680987646,1856.274781310117,0.10338280170967636
Paper,Paper Bags,Services - Repair & Personal,35.51181960328013,48.57324045426149,0.0027052232443384194
Paper,Newspaper,Services - Repair & Personal,288.3442495289284,312.9075423161205,0.01742697725920635
Paper,White Ledger Paper,Services - Repair & Personal,150.8174727307876,188.8186271342174,0.01051600705060105
Paper,Other Office Paper,Services - Repair & Personal,171.5083003554985,174.4569252348138,0.009716150803762627
Paper,Magazines and Catalogs,Services - Repair & Personal,63.961685300848295,74.96778896252556,0.00417523318150969
Paper,Phone Books and Directories,Services - Repair & Personal,1.2563803392627448,1.2563803392627448,6.997246355642678e-05
Paper,Other Miscellaneous Paper - Other,Services - Repair & Personal,441.3293045527945,479.0939508617987,0.02668251242808651
Glass,Clear Glass Bottles and Containers,Services - Repair & Personal,70.1183805215993,93.96389241900395,0.005233196375682671
Glass,Green Glass Bottles and Containers,Services - Repair & Personal,62.432967289168474,120.54689377390761,0.006713701948237197
Glass,Brown Glass Bottles and Containers,Services - Repair & Personal,10.445905106441637,28.936377942903157,0.0016115738107243256
Glass,Other Glass Colored Bottles and Containers,Services - Repair & Personal,0.0,0.0,0.0
Metal,Tin/Steel Cans,Services - Repair & Personal,71.41260779259208,71.41260779259208,0.0039772320053725
Metal,Aluminum Cans,Services - Repair & Personal,16.510128277074315,20.48552219412113,0.0011409144272375815
Plastic,PETE Plastic Containers,Services - Repair & Personal,75.48165788609268,93.92707783811892,0.005231146035639277
Plastic,HDPE Plastic Containers,Services - Repair & Personal,216.7728086242611,267.852103463221,0.014917673384709776
Plastic,Miscellaneous Plastic Containers,Services - Repair & Personal,27.20093745152378,31.751295572541338,0.0017683469749476552
